area,item,amount [t],absolute_losses [t],relative_losses,al/capita [kg]
Djibouti,Rape and Mustardseed,1859.6913721199444,-1859.6913721199444,-1.0,-1.71820730943207
Italy,"Beverages, Fermented",167863.74890632715,-102738.27924054088,-1.0,-1.722643443161839
Trinidad and Tobago,Rape and Mustard Oil,2626.8422655738837,-2626.8422655738837,-1.0,-1.73514912845887
"China, Macao SAR","Cereals, Other",2148.152602604604,-1162.6901739568812,-1.0,-1.7353092583298102
Dominica,"Oilcrops Oil, Other",125.12669289609732,-125.12669289609732,-1.0,-1.7435858215274695
Bahamas,Sweet potatoes,2709.3153118321056,-709.3153118321056,-0.3546576559160528,-1.748033564654912
Suriname,"Cereals, Other",1058.2519533510222,-1058.2519533510222,-1.0,-1.7526386057601746
RoW,Sugar (Raw Equivalent),39295.532698865805,-25598.383312047117,-1.0,-1.7659328461658843
Guatemala,Millet and products,31596.245099391723,-30598.088185004428,-1.0,-1.7757403956622584
Bahamas,Rape and Mustard Cake,721.0512807194249,-721.0512807194249,-1.0,-1.7769556352581697
Uruguay,"Alcohol, Non-Food",45809.67429938139,-6136.687890772613,-0.15468177332475763,-1.7900241523416944
Bahrain,Maize and products,2700.056448297774,-2700.056448297774,-1.0,-1.8072267803306714
Brazil,Sesame seed,497819.7137347145,-384711.39656288584,-1.0,-1.8098535234086743
Mauritania,"Alcohol, Non-Food",8045.005494780072,-8045.005494780072,-1.0,-1.8115575026193982
New Zealand,Millet and products,10194.46014490546,-9192.394277030562,-1.0,-1.828787743396307
Brunei Darussalam,Sesame seed,810.9328233119019,-810.9328233119019,-1.0,-1.8434774440873165
Timor-Leste,Sesame seed,2454.5941986216885,-2454.5941986216885,-1.0,-1.9031491265944425
"China, Taiwan Province of",Sugar (Raw Equivalent),644532.5240925415,-45349.532085817074,-0.07568561306110655,-1.9053707930078378
Netherlands,Millet and products,43151.07216498771,-33166.596324459984,-1.0,-1.905876818560007
Uruguay,Peas,9541.044314230192,-6541.044314230192,-1.0,-1.9079717776774916
Slovakia,Rape and Mustard Cake,139981.66372366308,-10446.452069687031,-0.08064565561981984,-1.9141278121925418
Mexico,Sugar (Raw Equivalent),6540647.640009053,-242280.7717549242,-0.03846723711444944,-1.928826387755429
Greece,"Alcohol, Non-Food",98919.61964137988,-20359.603288398634,-0.25915986571234995,-1.931038143716296
Zimbabwe,Sugar (Raw Equivalent),457851.2619210148,-30213.203514888184,-0.07065134386658078,-1.948581950039824
Benin,Sugar (Raw Equivalent),156373.38782740044,-24321.45505471347,-0.1841809850415459,-1.9508950161796264
French Polynesia,Rape and Mustardseed,587.2264692497818,-587.2264692497818,-1.0,-1.9525921529077475
France,Sesame seed,135947.8442566789,-126186.67839967762,-1.0,-1.9576646535603723
RoW,"Oilcrops Oil, Other",33936.64626135226,-28453.848917689127,-1.0,-1.9629203059843743
Barbados,"Oilcrops, Other",553.9330584232238,-553.9330584232238,-1.0,-1.9753199885290067
Saudi Arabia,Beer,71838.33187292406,-71838.33187292406,-1.0,-1.9828425998486574
