area,item,base
Netherlands Antilles,Groundnut Cake,0.0
Netherlands Antilles,Groundnut Oil,0.0
Netherlands Antilles,Groundnuts,0.0
Netherlands Antilles,"Hard Fibres, Other",0.0
Netherlands Antilles,Hides and skins,0.0
Netherlands Antilles,Honey,0.0
Netherlands Antilles,Hops,0.0
Netherlands Antilles,Horses,0.0
Netherlands Antilles,Jute,0.0
Netherlands Antilles,Jute-Like Fibres,0.0
Netherlands Antilles,"Lemons, Limes and products",0.0
Netherlands Antilles,Maize Germ Oil,0.0
Netherlands Antilles,Maize and products,0.0
Netherlands Antilles,"Meat, Other",0.0
Netherlands Antilles,Milk - Excluding Butter,0.0
Netherlands Antilles,Millet and products,0.0
Netherlands Antilles,Mules,0.0
Netherlands Antilles,Mutton & Goat Meat,0.0
Netherlands Antilles,Nuts and products,0.0
Netherlands Antilles,Oats,0.0
Netherlands Antilles,"Offals, Edible",0.0
Netherlands Antilles,"Oil, palm fruit",0.0
Netherlands Antilles,"Oilcrops Oil, Other",0.0
Netherlands Antilles,"Oilcrops, Other",0.0
Netherlands Antilles,"Oilseed Cakes, Other",0.0
Netherlands Antilles,Olive Oil,0.0
Netherlands Antilles,Olives (including preserved),0.0
Netherlands Antilles,Onions,0.0
Netherlands Antilles,"Oranges, Mandarines",0.0
Netherlands Antilles,Palm Oil,0.0
Netherlands Antilles,Palm kernels,0.0
Netherlands Antilles,Palmkernel Cake,0.0
Netherlands Antilles,Palmkernel Oil,0.0
Netherlands Antilles,Peas,0.0
Netherlands Antilles,Pepper,0.0
Netherlands Antilles,Pigmeat,0.0
Netherlands Antilles,Pigs,0.0
Netherlands Antilles,Pimento,0.0
Netherlands Antilles,Pineapples and products,0.0
Netherlands Antilles,Plantains,0.0
Netherlands Antilles,Potatoes and products,0.0
Netherlands Antilles,Poultry Birds,0.0
Netherlands Antilles,Poultry Meat,0.0
Netherlands Antilles,"Pulses, Other and products",0.0
Netherlands Antilles,Rabbits and hares,0.0
Netherlands Antilles,Rape and Mustard Cake,0.0
Netherlands Antilles,Rape and Mustard Oil,0.0
Netherlands Antilles,Rape and Mustardseed,0.0
Netherlands Antilles,Rice and products,0.0
Netherlands Antilles,Ricebran Oil,0.0
Netherlands Antilles,"Rodents, other",0.0
Netherlands Antilles,"Roots, Other",0.0
Netherlands Antilles,Rubber,0.0
Netherlands Antilles,Rye and products,0.0
Netherlands Antilles,Seed cotton,0.0
Netherlands Antilles,Sesame seed,0.0
Netherlands Antilles,Sesameseed Cake,0.0
Netherlands Antilles,Sesameseed Oil,0.0
Netherlands Antilles,Sheep,0.0
Netherlands Antilles,Silk,0.0
Netherlands Antilles,Sisal,0.0
Netherlands Antilles,"Soft-Fibres, Other",0.0
Netherlands Antilles,Sorghum and products,0.0
Netherlands Antilles,Soyabean Cake,0.0
Netherlands Antilles,Soyabean Oil,0.0
Netherlands Antilles,Soyabeans,0.0
Netherlands Antilles,"Spices, Other",0.0
Netherlands Antilles,Sugar (Raw Equivalent),0.0
Netherlands Antilles,Sugar beet,0.0
Netherlands Antilles,Sugar cane,0.0
Netherlands Antilles,Sugar non-centrifugal,0.0
Netherlands Antilles,Sunflower seed,0.0
Netherlands Antilles,Sunflowerseed Cake,0.0
Netherlands Antilles,Sunflowerseed Oil,0.0
Netherlands Antilles,Sweet potatoes,0.0
Netherlands Antilles,"Sweeteners, Other",0.0
Netherlands Antilles,Tea (including mate),0.0
Netherlands Antilles,Tobacco,0.0
Netherlands Antilles,Tomatoes and products,0.0
Netherlands Antilles,"Vegetables, Other",0.0
Netherlands Antilles,Wheat and products,0.0
Netherlands Antilles,Wine,0.0
Netherlands Antilles,Wool (Clean Eq.),0.0
Netherlands Antilles,Yams,0.0
New Caledonia,Abaca,0.0
New Caledonia,"Alcohol, Non-Food",0.0
New Caledonia,Apples and products,1995.7260224563474
New Caledonia,Asses,12.441536665996518
New Caledonia,Bananas,2000.0
New Caledonia,Barley and products,6433.982867824368
New Caledonia,Beans,0.0
New Caledonia,Beer,16659.58628400962
New Caledonia,"Beverages, Alcoholic",946.3512670188295
New Caledonia,"Beverages, Fermented",0.0
New Caledonia,Bovine Meat,4989.207699757005
New Caledonia,Buffaloes,0.0
New Caledonia,"Butter, Ghee",988.6416441667812
New Caledonia,"Camelids, other",0.0
New Caledonia,Camels,0.0
New Caledonia,Cassava and products,1000.0
New Caledonia,Cattle,14525.764375860026
New Caledonia,"Cereals, Other",0.0
New Caledonia,"Citrus, Other",0.0
New Caledonia,Cloves,0.0
New Caledonia,Cocoa Beans and products,0.0
New Caledonia,Coconut Oil,93.0
New Caledonia,Coconuts - Incl Copra,18000.0
New Caledonia,Coffee and products,2.0
New Caledonia,Copra Cake,231.9490159833403
New Caledonia,Cotton lint,0.0
New Caledonia,Cottonseed,0.0
New Caledonia,Cottonseed Cake,0.0
New Caledonia,Cottonseed Oil,0.0
New Caledonia,Dates,0.0
New Caledonia,Eggs,2530.675080762186
New Caledonia,"Fats, Animals, Raw",0.0
New Caledonia,"Fish, Seafood",9519.78839073535
New Caledonia,Fodder crops,0.0
New Caledonia,"Fruits, Other",10627.99641173285
New Caledonia,Goats,196.00000000000003
New Caledonia,Grapefruit and products,0.0
New Caledonia,Grapes and products (excl wine),997.9999956138299
New Caledonia,Grazing,534773.0
New Caledonia,Groundnut Cake,0.0
New Caledonia,Groundnut Oil,0.0
New Caledonia,Groundnuts,0.0
New Caledonia,"Hard Fibres, Other",0.0
New Caledonia,Hides and skins,359.3033365232126
New Caledonia,Honey,0.0
New Caledonia,Hops,0.0
New Caledonia,Horses,10.910085948419407
New Caledonia,Jute,0.0
New Caledonia,Jute-Like Fibres,0.0
New Caledonia,"Lemons, Limes and products",1000.0
New Caledonia,Maize Germ Oil,0.0
New Caledonia,Maize and products,10000.0
New Caledonia,"Meat, Other",0.0
New Caledonia,Milk - Excluding Butter,9943.726123483779
New Caledonia,Millet and products,0.0
New Caledonia,Mules,0.9999999171754508
New Caledonia,Mutton & Goat Meat,0.0
New Caledonia,Nuts and products,0.0
New Caledonia,Oats,0.0
New Caledonia,"Offals, Edible",910.3352389623999
New Caledonia,"Oil, palm fruit",0.0
New Caledonia,"Oilcrops Oil, Other",886.3014479516831
New Caledonia,"Oilcrops, Other",0.0
New Caledonia,"Oilseed Cakes, Other",0.0
New Caledonia,Olive Oil,0.0
New Caledonia,Olives (including preserved),0.0
New Caledonia,Onions,0.0
New Caledonia,"Oranges, Mandarines",1999.999975920387
New Caledonia,Palm Oil,0.0
New Caledonia,Palm kernels,0.0
New Caledonia,Palmkernel Cake,0.0
New Caledonia,Palmkernel Oil,0.0
New Caledonia,Peas,0.0
New Caledonia,Pepper,0.0
New Caledonia,Pigmeat,6229.03379810555
New Caledonia,Pigs,27595.14351851184
New Caledonia,Pimento,0.0
New Caledonia,Pineapples and products,0.0
New Caledonia,Plantains,276.0
New Caledonia,Potatoes and products,6949.752566528264
New Caledonia,Poultry Birds,383910.50304379006
New Caledonia,Poultry Meat,11171.57636651296
New Caledonia,"Pulses, Other and products",2.0
New Caledonia,Rabbits and hares,0.0
New Caledonia,Rape and Mustard Cake,0.0
New Caledonia,Rape and Mustard Oil,0.0
New Caledonia,Rape and Mustardseed,0.0
New Caledonia,Rice and products,6993.186645932405
New Caledonia,Ricebran Oil,0.0
New Caledonia,"Rodents, other",0.0
New Caledonia,"Roots, Other",460.0
New Caledonia,Rubber,0.0
New Caledonia,Rye and products,0.0
New Caledonia,Seed cotton,0.0
New Caledonia,Sesame seed,0.0
New Caledonia,Sesameseed Cake,0.0
New Caledonia,Sesameseed Oil,0.0
New Caledonia,Sheep,740.4490895455938
New Caledonia,Silk,0.0
New Caledonia,Sisal,0.0
New Caledonia,"Soft-Fibres, Other",0.0
New Caledonia,Sorghum and products,0.0
New Caledonia,Soyabean Cake,3159.39653651432
New Caledonia,Soyabean Oil,0.0
New Caledonia,Soyabeans,0.0
New Caledonia,"Spices, Other",0.0
New Caledonia,Sugar (Raw Equivalent),7664.814694319805
New Caledonia,Sugar beet,0.0
New Caledonia,Sugar cane,0.0
New Caledonia,Sugar non-centrifugal,0.0
New Caledonia,Sunflower seed,0.0
New Caledonia,Sunflowerseed Cake,0.0
New Caledonia,Sunflowerseed Oil,2132.0671920526606
New Caledonia,Sweet potatoes,1000.0
New Caledonia,"Sweeteners, Other",4287.640253506601
New Caledonia,Tea (including mate),0.0
New Caledonia,Tobacco,0.0
New Caledonia,Tomatoes and products,996.9999999730711
New Caledonia,"Vegetables, Other",17108.99999971746
New Caledonia,Wheat and products,23718.598555314686
New Caledonia,Wine,4960.160502655409
New Caledonia,Wool (Clean Eq.),0.0
New Caledonia,Yams,2000.0
New Zealand,Abaca,0.0
New Zealand,"Alcohol, Non-Food",25572.055807750792
New Zealand,Apples and products,562774.6073902262
New Zealand,Asses,1.8054841678130682
New Zealand,Bananas,77994.9955897301
New Zealand,Barley and products,356522.8537505074
New Zealand,Beans,8010.89272180203
New Zealand,Beer,273080.66775773605
New Zealand,"Beverages, Alcoholic",9028.243964445188
New Zealand,"Beverages, Fermented",7386.696728108685
New Zealand,Bovine Meat,706010.9881152399
New Zealand,Buffaloes,0.0
New Zealand,"Butter, Ghee",481720.75032666826
New Zealand,"Camelids, other",0.0
New Zealand,Camels,30.0
New Zealand,Cassava and products,4969.860609836522
New Zealand,Cattle,4575251.642117731
New Zealand,"Cereals, Other",22286.923828394574
New Zealand,"Citrus, Other",10586.251112017768
New Zealand,Cloves,0.0
New Zealand,Cocoa Beans and products,4989.312955848321
New Zealand,Coconut Oil,6695.839221268151
New Zealand,Coconuts - Incl Copra,2906.972952783484
New Zealand,Coffee and products,19996.416326721315
New Zealand,Copra Cake,744.5405637115066
New Zealand,Cotton lint,0.0
New Zealand,Cottonseed,0.0
New Zealand,Cottonseed Cake,23.958529075454944
New Zealand,Cottonseed Oil,900.3755852380167
New Zealand,Dates,1998.0
New Zealand,Eggs,66017.4613121787
New Zealand,"Fats, Animals, Raw",89561.45897368797
New Zealand,"Fish, Seafood",538426.6372166347
New Zealand,Fodder crops,6611220.781556349
New Zealand,"Fruits, Other",734121.9331298706
New Zealand,Goats,179394.10484071018
New Zealand,Grapefruit and products,1000.0
New Zealand,Grapes and products (excl wine),472632.9368434071
New Zealand,Grazing,228552141.0
New Zealand,Groundnut Cake,0.0
New Zealand,Groundnut Oil,0.0
New Zealand,Groundnuts,16009.611755153352
New Zealand,"Hard Fibres, Other",6462.229799264036
New Zealand,Hides and skins,155502.84133926578
New Zealand,Honey,27000.0
New Zealand,Hops,910.0
New Zealand,Horses,1126.4180818484458
New Zealand,Jute,0.0
New Zealand,Jute-Like Fibres,0.0
New Zealand,"Lemons, Limes and products",6569.999776577668
New Zealand,Maize Germ Oil,2000.0
New Zealand,Maize and products,288189.8073706844
New Zealand,"Meat, Other",0.0
New Zealand,Milk - Excluding Butter,21817364.294619236
New Zealand,Millet and products,1002.0658678748987
New Zealand,Mules,38.0
New Zealand,Mutton & Goat Meat,460338.4957752292
New Zealand,Nuts and products,12686.831816339061
New Zealand,Oats,25935.83324335006
New Zealand,"Offals, Edible",219055.59067180802
New Zealand,"Oil, palm fruit",0.0
New Zealand,"Oilcrops Oil, Other",20348.98707332567
New Zealand,"Oilcrops, Other",2878.074159708162
New Zealand,"Oilseed Cakes, Other",2124.6181974419014
New Zealand,Olive Oil,7512.597365744566
New Zealand,Olives (including preserved),1999.9508375303278
New Zealand,Onions,255503.0
New Zealand,"Oranges, Mandarines",26243.99639596154
New Zealand,Palm Oil,25372.348085490547
New Zealand,Palm kernels,0.0
New Zealand,Palmkernel Cake,1508199.5412545314
New Zealand,Palmkernel Oil,987.1171685186847
New Zealand,Peas,25000.0
New Zealand,Pepper,999.3353940281994
New Zealand,Pigmeat,108091.75261152217
New Zealand,Pigs,565387.7120567292
New Zealand,Pimento,998.24696902187
New Zealand,Pineapples and products,13996.99328047156
New Zealand,Plantains,0.0
New Zealand,Potatoes and products,566988.7674887453
New Zealand,Poultry Birds,109245632.50002757
New Zealand,Poultry Meat,199145.42906617877
New Zealand,"Pulses, Other and products",6277.105862883087
New Zealand,Rabbits and hares,0.0
New Zealand,Rape and Mustard Cake,5686.63616517966
New Zealand,Rape and Mustard Oil,29132.1423112372
New Zealand,Rape and Mustardseed,2860.8702989514986
New Zealand,Rice and products,60895.658231032794
New Zealand,Ricebran Oil,0.0
New Zealand,"Rodents, other",0.0
New Zealand,"Roots, Other",4822.4664075048195
New Zealand,Rubber,0.0
New Zealand,Rye and products,0.0
New Zealand,Seed cotton,0.0
New Zealand,Sesame seed,827.8567479311479
New Zealand,Sesameseed Cake,0.0
New Zealand,Sesameseed Oil,864.3769254589761
New Zealand,Sheep,22792308.04685602
New Zealand,Silk,1.9989301803313402
New Zealand,Sisal,0.0
New Zealand,"Soft-Fibres, Other",4.555278562002378
New Zealand,Sorghum and products,38809.228802677135
New Zealand,Soyabean Cake,377241.7340954505
New Zealand,Soyabean Oil,9269.742963813385
New Zealand,Soyabeans,4450.184276999187
New Zealand,"Spices, Other",4986.181052871764
New Zealand,Sugar (Raw Equivalent),204348.18927520118
New Zealand,Sugar beet,998.9812826302438
New Zealand,Sugar cane,0.0
New Zealand,Sugar non-centrifugal,0.0
New Zealand,Sunflower seed,1599.7329526714823
New Zealand,Sunflowerseed Cake,31396.294718696212
New Zealand,Sunflowerseed Oil,14472.538954955882
New Zealand,Sweet potatoes,12000.0
New Zealand,"Sweeteners, Other",165408.79730214493
New Zealand,Tea (including mate),3992.4327364276187
New Zealand,Tobacco,0.0
New Zealand,Tomatoes and products,72634.99999894665
New Zealand,"Vegetables, Other",881272.9999981459
New Zealand,Wheat and products,676958.6419941632
New Zealand,Wine,337452.43578397314
New Zealand,Wool (Clean Eq.),133861.32196837044
New Zealand,Yams,942.6017017335611
Nicaragua,Abaca,0.0
Nicaragua,"Alcohol, Non-Food",7024.787874167856
Nicaragua,Apples and products,11981.086469608848
Nicaragua,Asses,0.0
Nicaragua,Bananas,103000.0
Nicaragua,Barley and products,17504.68492990695
Nicaragua,Beans,211528.0873675317
Nicaragua,Beer,86575.32712083391
Nicaragua,"Beverages, Alcoholic",35838.33629637387
Nicaragua,"Beverages, Fermented",0.0
Nicaragua,Bovine Meat,151982.41797397792
Nicaragua,Buffaloes,19.501495762120776
Nicaragua,"Butter, Ghee",996.8256453296326
Nicaragua,"Camelids, other",0.0
Nicaragua,Camels,0.0
Nicaragua,Cassava and products,223000.0
Nicaragua,Cattle,828157.4073874132
Nicaragua,"Cereals, Other",4668.593499346391
Nicaragua,"Citrus, Other",1000.0
Nicaragua,Cloves,0.0
Nicaragua,Cocoa Beans and products,8000.0
Nicaragua,Coconut Oil,52.0
Nicaragua,Coconuts - Incl Copra,5000.0
Nicaragua,Coffee and products,159000.0
Nicaragua,Copra Cake,574.5610915965865
Nicaragua,Cotton lint,6768.226631154752
Nicaragua,Cottonseed,4000.0
Nicaragua,Cottonseed Cake,947.0
Nicaragua,Cottonseed Oil,1000.0
Nicaragua,Dates,0.0
Nicaragua,Eggs,37939.31514512349
Nicaragua,"Fats, Animals, Raw",11373.652684550634
Nicaragua,"Fish, Seafood",79600.71267045688
Nicaragua,Fodder crops,0.0
Nicaragua,"Fruits, Other",22425.99666268794
Nicaragua,Goats,2292.0254755640985
Nicaragua,Grapefruit and products,0.0
Nicaragua,Grapes and products (excl wine),1998.9999955558148
Nicaragua,Grazing,36084476.0
Nicaragua,Groundnut Cake,32422.415645439214
Nicaragua,Groundnut Oil,27027.02137779743
Nicaragua,Groundnuts,184672.08885414942
Nicaragua,"Hard Fibres, Other",5593.999956754656
Nicaragua,Hides and skins,23960.229048553312
Nicaragua,Honey,0.0
Nicaragua,Hops,0.0
Nicaragua,Horses,17443.55927377982
Nicaragua,Jute,0.0
Nicaragua,Jute-Like Fibres,0.0
Nicaragua,"Lemons, Limes and products",998.9999939265239
Nicaragua,Maize Germ Oil,0.0
Nicaragua,Maize and products,759646.8211452458
Nicaragua,"Meat, Other",1997.9746298664434
Nicaragua,Milk - Excluding Butter,1412856.0319770107
Nicaragua,Millet and products,0.0
Nicaragua,Mules,0.0
Nicaragua,Mutton & Goat Meat,0.0
Nicaragua,Nuts and products,0.0
Nicaragua,Oats,2995.0068064696607
Nicaragua,"Offals, Edible",24121.638188363595
Nicaragua,"Oil, palm fruit",435000.0
Nicaragua,"Oilcrops Oil, Other",4624.6105331153685
Nicaragua,"Oilcrops, Other",0.0
Nicaragua,"Oilseed Cakes, Other",0.0
Nicaragua,Olive Oil,0.0
Nicaragua,Olives (including preserved),0.0
Nicaragua,Onions,40950.0
Nicaragua,"Oranges, Mandarines",111668.99988329894
Nicaragua,Palm Oil,155730.43492767945
Nicaragua,Palm kernels,20914.135966823145
Nicaragua,Palmkernel Cake,6137.4050483577075
Nicaragua,Palmkernel Oil,3502.390009654402
Nicaragua,Peas,0.0
Nicaragua,Pepper,0.0
Nicaragua,Pigmeat,34147.07251264037
Nicaragua,Pigs,222886.22374807857
Nicaragua,Pimento,0.0
Nicaragua,Pineapples and products,64799.62294458217
Nicaragua,Plantains,288000.0
Nicaragua,Potatoes and products,78925.36746626682
Nicaragua,Poultry Birds,61035063.53826274
Nicaragua,Poultry Meat,145828.87780090628
Nicaragua,"Pulses, Other and products",0.0
Nicaragua,Rabbits and hares,0.0
Nicaragua,Rape and Mustard Cake,0.0
Nicaragua,Rape and Mustard Oil,475.32692318744887
Nicaragua,Rape and Mustardseed,434.0257478512998
Nicaragua,Rice and products,618963.1397589974
Nicaragua,Ricebran Oil,0.0
Nicaragua,"Rodents, other",0.0
Nicaragua,"Roots, Other",97000.0
Nicaragua,Rubber,0.0
Nicaragua,Rye and products,0.0
Nicaragua,Seed cotton,7000.0
Nicaragua,Sesame seed,4000.0
Nicaragua,Sesameseed Cake,0.0
Nicaragua,Sesameseed Oil,0.0
Nicaragua,Sheep,2001.021373268278
Nicaragua,Silk,0.0
Nicaragua,Sisal,0.0
Nicaragua,"Soft-Fibres, Other",0.0
Nicaragua,Sorghum and products,59999.99999999986
Nicaragua,Soyabean Cake,70470.4975082691
Nicaragua,Soyabean Oil,10883.63309596311
Nicaragua,Soyabeans,10000.0
Nicaragua,"Spices, Other",0.0
Nicaragua,Sugar (Raw Equivalent),782157.8199050649
Nicaragua,Sugar beet,0.0
Nicaragua,Sugar cane,6993000.0
Nicaragua,Sugar non-centrifugal,8999.999999999998
Nicaragua,Sunflower seed,0.0
Nicaragua,Sunflowerseed Cake,0.0
Nicaragua,Sunflowerseed Oil,0.0
Nicaragua,Sweet potatoes,0.0
Nicaragua,"Sweeteners, Other",48539.326787622624
Nicaragua,Tea (including mate),0.0
Nicaragua,Tobacco,7271.866202053096
Nicaragua,Tomatoes and products,86836.99999997765
Nicaragua,"Vegetables, Other",139546.99999970518
Nicaragua,Wheat and products,167302.10464726345
Nicaragua,Wine,975.1412539179976
Nicaragua,Wool (Clean Eq.),0.0
Nicaragua,Yams,1000.0
Niger,Abaca,0.0
Niger,"Alcohol, Non-Food",0.0
Niger,Apples and products,0.0
Niger,Asses,144639.1558051216
Niger,Bananas,0.0
Niger,Barley and products,0.0
Niger,Beans,18871.760371659642
Niger,Beer,13569.85397350177
Niger,"Beverages, Alcoholic",2800.878656670887
Niger,"Beverages, Fermented",0.0
Niger,Bovine Meat,69001.8273177338
Niger,Buffaloes,0.0
Niger,"Butter, Ghee",23001.303206247387
Niger,"Camelids, other",0.0
Niger,Camels,42981.094560044396
Niger,Cassava and products,671753.3433782359
Niger,Cattle,256883.52725424716
Niger,"Cereals, Other",9427.323360273207
Niger,"Citrus, Other",0.0
Niger,Cloves,0.0
Niger,Cocoa Beans and products,0.0
Niger,Coconut Oil,0.0
Niger,Coconuts - Incl Copra,23002.418847370165
Niger,Coffee and products,2995.9789030111738
Niger,Copra Cake,0.0
Niger,Cotton lint,1959.5131311131247
Niger,Cottonseed,6000.0
Niger,Cottonseed Cake,14211.522600921136
Niger,Cottonseed Oil,1000.0
Niger,Dates,71742.00000000001
Niger,Eggs,10041.253941107047
Niger,"Fats, Animals, Raw",4000.0121105099433
Niger,"Fish, Seafood",39272.624314183806
Niger,Fodder crops,0.0
Niger,"Fruits, Other",486878.99500204273
Niger,Goats,1431965.236981632
Niger,Grapefruit and products,0.0
Niger,Grapes and products (excl wine),999.9724999088107
Niger,Grazing,71505319.0
Niger,Groundnut Cake,45403.944325958815
Niger,Groundnut Oil,36303.030303030304
Niger,Groundnuts,599000.0
Niger,"Hard Fibres, Other",0.0
Niger,Hides and skins,20000.364062507022
Niger,Honey,0.0
Niger,Hops,0.0
Niger,Horses,6841.421116649973
Niger,Jute,0.0
Niger,Jute-Like Fibres,0.0
Niger,"Lemons, Limes and products",0.0
Niger,Maize Germ Oil,0.0
Niger,Maize and products,73224.1104016066
Niger,"Meat, Other",53003.42549498674
Niger,Milk - Excluding Butter,1512951.816303576
Niger,Millet and products,3511607.3325795443
Niger,Mules,0.0
Niger,Mutton & Goat Meat,52997.15325144402
Niger,Nuts and products,1991.7608887721456
Niger,Oats,0.0
Niger,"Offals, Edible",23012.374998126088
Niger,"Oil, palm fruit",0.0
Niger,"Oilcrops Oil, Other",888.9186399472131
Niger,"Oilcrops, Other",46000.0
Niger,"Oilseed Cakes, Other",0.0
Niger,Olive Oil,0.0
Niger,Olives (including preserved),0.0
Niger,Onions,1310848.0
Niger,"Oranges, Mandarines",2996.9999651621433
Niger,Palm Oil,123299.78008365721
Niger,Palm kernels,0.0
Niger,Palmkernel Cake,0.0
Niger,Palmkernel Oil,0.0
Niger,Peas,1000.0
Niger,Pepper,1000.0
Niger,Pigmeat,2009.0875327554834
Niger,Pigs,34227.42871814433
Niger,Pimento,14000.0
Niger,Pineapples and products,2246.011745750767
Niger,Plantains,7999.999999999997
Niger,Potatoes and products,244043.6745764377
Niger,Poultry Birds,25240714.21215464
Niger,Poultry Meat,23735.774827547855
Niger,"Pulses, Other and products",2707509.7874498814
Niger,Rabbits and hares,0.0
Niger,Rape and Mustard Cake,5635.608528575545
Niger,Rape and Mustard Oil,0.0
Niger,Rape and Mustardseed,530.4490807843507
Niger,Rice and products,1238799.942177977
Niger,Ricebran Oil,0.0
Niger,"Rodents, other",0.0
Niger,"Roots, Other",0.0
Niger,Rubber,0.0
Niger,Rye and products,0.0
Niger,Seed cotton,7500.0
Niger,Sesame seed,87999.99999999996
Niger,Sesameseed Cake,0.0
Niger,Sesameseed Oil,0.0
Niger,Sheep,728652.4922669367
Niger,Silk,0.0
Niger,Sisal,0.0
Niger,"Soft-Fibres, Other",0.0
Niger,Sorghum and products,2187383.344320331
Niger,Soyabean Cake,1021.2535371711939
Niger,Soyabean Oil,0.0
Niger,Soyabeans,0.0
Niger,"Spices, Other",5820.751735853773
Niger,Sugar (Raw Equivalent),164799.48293134785
Niger,Sugar beet,0.0
Niger,Sugar cane,441000.0
Niger,Sugar non-centrifugal,0.0
Niger,Sunflower seed,0.0
Niger,Sunflowerseed Cake,0.0
Niger,Sunflowerseed Oil,0.0
Niger,Sweet potatoes,210898.41989028166
Niger,"Sweeteners, Other",15539.70580246729
Niger,Tea (including mate),8988.912401770858
Niger,Tobacco,9110.545304542164
Niger,Tomatoes and products,377985.99999881117
Niger,"Vegetables, Other",1825507.9999999152
Niger,Wheat and products,118233.9775512594
Niger,Wine,987.5562534496444
Niger,Wool (Clean Eq.),0.0
Niger,Yams,6603.375544034067
Nigeria,Abaca,0.0
Nigeria,"Alcohol, Non-Food",260063.0125012346
Nigeria,Apples and products,69920.23156629398
Nigeria,Asses,58.00374570228738
Nigeria,Bananas,0.0
Nigeria,Barley and products,2120.5821198944595
Nigeria,Beans,5016.005754959871
Nigeria,Beer,1894185.8216161658
Nigeria,"Beverages, Alcoholic",22408.004759342646
Nigeria,"Beverages, Fermented",778352.6352192506
Nigeria,Bovine Meat,325669.77996407787
Nigeria,Buffaloes,0.0
Nigeria,"Butter, Ghee",15913.019518378003
Nigeria,"Camelids, other",0.0
Nigeria,Camels,1960.1266830730572
Nigeria,Cassava and products,60002795.97554246
Nigeria,Cattle,3282495.835991067
Nigeria,"Cereals, Other",84518.93520957982
Nigeria,"Citrus, Other",3982000.0
Nigeria,Cloves,998.9999999999998
Nigeria,Cocoa Beans and products,290000.0
Nigeria,Coconut Oil,9000.003704158593
Nigeria,Coconuts - Incl Copra,226924.1006038972
Nigeria,Coffee and products,8000.076693650789
Nigeria,Copra Cake,6864.002825038287
Nigeria,Cotton lint,95297.35606249729
Nigeria,Cottonseed,120909.97375667795
Nigeria,Cottonseed Cake,29651.169663910427
Nigeria,Cottonseed Oil,13728.065177989609
Nigeria,Dates,8000.0
Nigeria,Eggs,648380.8731509411
Nigeria,"Fats, Animals, Raw",36976.009316984564
Nigeria,"Fish, Seafood",1481597.1987254517
Nigeria,Fodder crops,0.0
Nigeria,"Fruits, Other",2966656.998224534
Nigeria,Goats,27407597.044155404
Nigeria,Grapefruit and products,0.0
Nigeria,Grapes and products (excl wine),6996.972470987141
Nigeria,Grazing,135688617.0
Nigeria,Groundnut Cake,925188.5074708929
Nigeria,Groundnut Oil,364004.1340362665
Nigeria,Groundnuts,4494898.214603394
Nigeria,"Hard Fibres, Other",1613.9179814938273
Nigeria,Hides and skins,109635.82813610486
Nigeria,Honey,0.0
Nigeria,Hops,0.0
Nigeria,Horses,1.9972335635607443
Nigeria,Jute,0.0
Nigeria,Jute-Like Fibres,1507.0
Nigeria,"Lemons, Limes and products",1993.9993468319324
Nigeria,Maize Germ Oil,1021.367789070607
Nigeria,Maize and products,12437334.624962267
Nigeria,"Meat, Other",0.0
Nigeria,Milk - Excluding Butter,525254.5554927583
Nigeria,Millet and products,1999999.9999999956
Nigeria,Mules,0.0
Nigeria,Mutton & Goat Meat,411855.42002838623
Nigeria,Nuts and products,287558.058385223
Nigeria,Oats,3963.6572329497435
Nigeria,"Offals, Edible",131762.1130649768
Nigeria,"Oil, palm fruit",9928000.0
Nigeria,"Oilcrops Oil, Other",175402.10708052712
Nigeria,"Oilcrops, Other",935000.0000000045
Nigeria,"Oilseed Cakes, Other",12605.914634146397
Nigeria,Olive Oil,956.3512266964551
Nigeria,Olives (including preserved),0.0
Nigeria,Onions,1382913.0
Nigeria,"Oranges, Mandarines",9996.999832766964
Nigeria,Palm Oil,2443444.0900309784
Nigeria,Palm kernels,330000.0
Nigeria,Palmkernel Cake,164997.14935816397
Nigeria,Palmkernel Oil,142792.85967820333
Nigeria,Peas,0.0
Nigeria,Pepper,999.2197856325379
Nigeria,Pigmeat,301985.482279814
Nigeria,Pigs,6722308.235628278
Nigeria,Pimento,64789.90687857072
Nigeria,Pineapples and products,1534619.4967110665
Nigeria,Plantains,3077000.0
Nigeria,Potatoes and products,1262820.5589820636
Nigeria,Poultry Birds,240273921.03414097
Nigeria,Poultry Meat,237186.37429372707
Nigeria,"Pulses, Other and products",3716431.145841123
Nigeria,Rabbits and hares,0.0
Nigeria,Rape and Mustard Cake,0.0
Nigeria,Rape and Mustard Oil,0.0
Nigeria,Rape and Mustardseed,0.0
Nigeria,Rice and products,9498435.06426318
Nigeria,Ricebran Oil,0.0
Nigeria,"Rodents, other",0.0
Nigeria,"Roots, Other",3205000.0
Nigeria,Rubber,149619.84809487185
Nigeria,Rye and products,0.0
Nigeria,Seed cotton,272302.5652473457
Nigeria,Sesame seed,280262.9053209134
Nigeria,Sesameseed Cake,38740.79199448244
Nigeria,Sesameseed Oil,25712.91504058569
Nigeria,Sheep,19304377.166700047
Nigeria,Silk,0.0
Nigeria,Sisal,0.0
Nigeria,"Soft-Fibres, Other",0.0
Nigeria,Sorghum and products,6393890.500440201
Nigeria,Soyabean Cake,198510.17759510432
Nigeria,Soyabean Oil,44506.198784323606
