area,item,base
Bosnia and Herzegovina,Sheep,64247.30913949731
Bosnia and Herzegovina,Silk,25.95460541562359
Bosnia and Herzegovina,Sisal,0.0
Bosnia and Herzegovina,"Soft-Fibres, Other",4.55376791158865
Bosnia and Herzegovina,Sorghum and products,0.0
Bosnia and Herzegovina,Soyabean Cake,79444.65566436789
Bosnia and Herzegovina,Soyabean Oil,5425.05309637164
Bosnia and Herzegovina,Soyabeans,26723.96349122137
Bosnia and Herzegovina,"Spices, Other",1989.337347433359
Bosnia and Herzegovina,Sugar (Raw Equivalent),119618.1171717399
Bosnia and Herzegovina,Sugar beet,1000.0
Bosnia and Herzegovina,Sugar cane,0.0
Bosnia and Herzegovina,Sugar non-centrifugal,0.0
Bosnia and Herzegovina,Sunflower seed,99697.3076149411
Bosnia and Herzegovina,Sunflowerseed Cake,34124.20560510374
Bosnia and Herzegovina,Sunflowerseed Oil,59383.14751310456
Bosnia and Herzegovina,Sweet potatoes,0.0
Bosnia and Herzegovina,"Sweeteners, Other",47091.11443296742
Bosnia and Herzegovina,Tea (including mate),0.0
Bosnia and Herzegovina,Tobacco,5520.180768664495
Bosnia and Herzegovina,Tomatoes and products,73326.99999946164
Bosnia and Herzegovina,"Vegetables, Other",791943.9999690156
Bosnia and Herzegovina,Wheat and products,527368.5308675802
Bosnia and Herzegovina,Wine,12413.336212984112
Bosnia and Herzegovina,Wool (Clean Eq.),1413.3573487235897
Bosnia and Herzegovina,Yams,0.0
Botswana,Abaca,0.0
Botswana,"Alcohol, Non-Food",1034.0007752151455
Botswana,Apples and products,14992.298931405328
Botswana,Asses,4.992261945395244
Botswana,Bananas,7998.999921138186
Botswana,Barley and products,9990.635092088316
Botswana,Beans,0.0
Botswana,Beer,256971.21047456528
Botswana,"Beverages, Alcoholic",6374.649171253939
Botswana,"Beverages, Fermented",19418.01590626078
Botswana,Bovine Meat,30243.08677470245
Botswana,Buffaloes,0.0
Botswana,"Butter, Ghee",1999.1241434857893
Botswana,"Camelids, other",0.0
Botswana,Camels,0.0
Botswana,Cassava and products,0.0
Botswana,Cattle,226669.74584941356
Botswana,"Cereals, Other",4708.228889604246
Botswana,"Citrus, Other",911.2074361168777
Botswana,Cloves,0.0
Botswana,Cocoa Beans and products,0.0
Botswana,Coconut Oil,0.0
Botswana,Coconuts - Incl Copra,0.0
Botswana,Coffee and products,2997.620037003493
Botswana,Copra Cake,0.9685482071447548
Botswana,Cotton lint,1155.0685466762616
Botswana,Cottonseed,1000.0000000000003
Botswana,Cottonseed Cake,745.6758713003686
Botswana,Cottonseed Oil,671.922459465296
Botswana,Dates,0.0
Botswana,Eggs,2952.129972726333
Botswana,"Fats, Animals, Raw",999.8985119163082
Botswana,"Fish, Seafood",2577.0528444896727
Botswana,Fodder crops,0.0
Botswana,"Fruits, Other",48103.974261646894
Botswana,Goats,354296.8753426395
Botswana,Grapefruit and products,0.0
Botswana,Grapes and products (excl wine),2998.9999803765877
Botswana,Grazing,12096443.0
Botswana,Groundnut Cake,31.0
Botswana,Groundnut Oil,77.0
Botswana,Groundnuts,4347.78513471274
Botswana,"Hard Fibres, Other",0.0
Botswana,Hides and skins,4486.530497864029
Botswana,Honey,0.0
Botswana,Hops,0.0
Botswana,Horses,116.54220538110633
Botswana,Jute,0.0
Botswana,Jute-Like Fibres,0.0
Botswana,"Lemons, Limes and products",995.9996539653346
Botswana,Maize Germ Oil,0.0
Botswana,Maize and products,337063.7363490184
Botswana,"Meat, Other",27044.120501316924
Botswana,Milk - Excluding Butter,336829.52329160227
Botswana,Millet and products,7000.0
Botswana,Mules,0.0
Botswana,Mutton & Goat Meat,5998.111094499178
Botswana,Nuts and products,0.0
Botswana,Oats,0.0
Botswana,"Offals, Edible",7612.706133398737
Botswana,"Oil, palm fruit",0.0
Botswana,"Oilcrops Oil, Other",2791.0660701918523
Botswana,"Oilcrops, Other",537.4603861605265
Botswana,"Oilseed Cakes, Other",0.0
Botswana,Olive Oil,0.0
Botswana,Olives (including preserved),0.0
Botswana,Onions,14668.0
Botswana,"Oranges, Mandarines",15996.97252877766
Botswana,Palm Oil,0.0
Botswana,Palm kernels,0.0
Botswana,Palmkernel Cake,0.0
Botswana,Palmkernel Oil,0.0
Botswana,Peas,0.0
Botswana,Pepper,0.0
Botswana,Pigmeat,978.7486730241285
Botswana,Pigs,5648.560670222833
Botswana,Pimento,0.0
Botswana,Pineapples and products,997.9998970235023
Botswana,Plantains,998.0
Botswana,Potatoes and products,32120.408712462475
Botswana,Poultry Birds,2683342.6025511045
Botswana,Poultry Meat,8823.51748180345
Botswana,"Pulses, Other and products",21000.0
Botswana,Rabbits and hares,583320.7367009274
Botswana,Rape and Mustard Cake,0.0
Botswana,Rape and Mustard Oil,3938.27286473247
Botswana,Rape and Mustardseed,0.0
Botswana,Rice and products,54946.33791118043
Botswana,Ricebran Oil,0.0
Botswana,"Rodents, other",0.0
Botswana,"Roots, Other",103000.0
Botswana,Rubber,0.0
Botswana,Rye and products,0.0
Botswana,Seed cotton,884.0
Botswana,Sesame seed,0.0
Botswana,Sesameseed Cake,0.0
Botswana,Sesameseed Oil,0.0
Botswana,Sheep,99651.89991664646
Botswana,Silk,0.0
Botswana,Sisal,0.0
Botswana,"Soft-Fibres, Other",0.0
Botswana,Sorghum and products,88560.00000000001
Botswana,Soyabean Cake,32468.37872221503
Botswana,Soyabean Oil,1740.588517592695
Botswana,Soyabeans,1447.773922527364
Botswana,"Spices, Other",4982.947087792033
Botswana,Sugar (Raw Equivalent),72133.4049675494
Botswana,Sugar beet,0.0
Botswana,Sugar cane,0.0
Botswana,Sugar non-centrifugal,0.0
Botswana,Sunflower seed,2414.3683306408325
Botswana,Sunflowerseed Cake,4397.483928780199
Botswana,Sunflowerseed Oil,19926.76860326938
Botswana,Sweet potatoes,4929.229467172711
Botswana,"Sweeteners, Other",68608.21267444498
Botswana,Tea (including mate),1994.5841133610966
Botswana,Tobacco,0.0
Botswana,Tomatoes and products,13569.999999914216
Botswana,"Vegetables, Other",113280.99999979873
Botswana,Wheat and products,157753.76967102627
Botswana,Wine,5969.086867442436
Botswana,Wool (Clean Eq.),1.9973180931740266
Botswana,Yams,0.0
Brazil,Abaca,0.0
Brazil,"Alcohol, Non-Food",25533944.52927006
Brazil,Apples and products,1071939.9409552047
Brazil,Asses,0.0
Brazil,Bananas,6637000.0
Brazil,Barley and products,2510150.0894862283
Brazil,Beans,3140583.9287556573
Brazil,Beer,15319718.504416658
Brazil,"Beverages, Alcoholic",355166.9395407052
Brazil,"Beverages, Fermented",4999.9705548762695
Brazil,Bovine Meat,10136434.847342234
Brazil,Buffaloes,6.171844273656477
Brazil,"Butter, Ghee",114787.35702147587
Brazil,"Camelids, other",1.0
Brazil,Camels,66.0
Brazil,Cassava and products,18209106.101151966
Brazil,Cattle,30192552.738182217
Brazil,"Cereals, Other",94445.4448156683
Brazil,"Citrus, Other",19000.0
Brazil,Cloves,0.0
Brazil,Cocoa Beans and products,308603.668064913
Brazil,Coconut Oil,15593.879575744242
Brazil,Coconuts - Incl Copra,2471981.074453599
Brazil,Coffee and products,3701346.0389564033
Brazil,Copra Cake,6114.67007386247
Brazil,Cotton lint,2757870.493218421
Brazil,Cottonseed,4453999.999999999
Brazil,Cottonseed Cake,1682076.239768355
Brazil,Cottonseed Oil,468424.2726150768
Brazil,Dates,1000.0
Brazil,Eggs,3414353.9657522086
Brazil,"Fats, Animals, Raw",904194.8977475172
Brazil,"Fish, Seafood",1693244.4924311126
Brazil,Fodder crops,0.0
Brazil,"Fruits, Other",6252754.996203517
Brazil,Goats,3324783.912256925
Brazil,Grapefruit and products,82000.0
Brazil,Grapes and products (excl wine),1543659.6407670109
Brazil,Grazing,2597499258.0
Brazil,Groundnut Cake,84476.59553223888
Brazil,Groundnut Oil,64386.6005490555
Brazil,Groundnuts,656525.15549722
Brazil,"Hard Fibres, Other",101370.72139593634
Brazil,Hides and skins,1022797.632209845
Brazil,Honey,52000.0
Brazil,Hops,0.0
Brazil,Horses,179085.0817791774
Brazil,Jute,7524.999999808681
Brazil,Jute-Like Fibres,4328.0
Brazil,"Lemons, Limes and products",1586515.9981205675
Brazil,Maize Germ Oil,123211.12224844014
Brazil,Maize and products,104769270.42015375
Brazil,"Meat, Other",244890.30826511467
Brazil,Milk - Excluding Butter,37627100.55848194
Brazil,Millet and products,2740.2318429985676
Brazil,Mules,0.0
Brazil,Mutton & Goat Meat,143991.87786228867
Brazil,Nuts and products,194438.09122541005
Brazil,Oats,899000.0000000014
Brazil,"Offals, Edible",1627917.2549002552
Brazil,"Oil, palm fruit",2867986.0
Brazil,"Oilcrops Oil, Other",994866.551892967
Brazil,"Oilcrops, Other",71664.39148321444
Brazil,"Oilseed Cakes, Other",811588.3746110935
Brazil,Olive Oil,103411.67861043154
Brazil,Olives (including preserved),140865.85454370364
Brazil,Onions,1496000.0
Brazil,"Oranges, Mandarines",17746238.997008882
Brazil,Palm Oil,828156.7925843148
Brazil,Palm kernels,160000.0
Brazil,Palmkernel Cake,48645.018523364175
Brazil,Palmkernel Oil,278000.30260812026
Brazil,Peas,38516.53695439151
Brazil,Pepper,115000.0
Brazil,Pigmeat,4453804.511439867
Brazil,Pigs,48947630.676906906
Brazil,Pimento,1993.4294720043883
Brazil,Pineapples and products,2456000.0
Brazil,Plantains,0.0
Brazil,Potatoes and products,4666048.023627174
Brazil,Poultry Birds,6066686146.320734
Brazil,Poultry Meat,14282349.527393807
Brazil,"Pulses, Other and products",37362.741859372574
Brazil,Rabbits and hares,895739.7748077264
Brazil,Rape and Mustard Cake,23557.900344762314
Brazil,Rape and Mustard Oil,28006.705464549785
Brazil,Rape and Mustardseed,38401.477467350334
Brazil,Rice and products,12038504.96681088
Brazil,Ricebran Oil,14057.655393166087
Brazil,"Rodents, other",0.0
Brazil,"Roots, Other",0.0
Brazil,Rubber,398851.5913011135
Brazil,Rye and products,9000.0
Brazil,Seed cotton,7070135.999999998
Brazil,Sesame seed,113108.31717182865
Brazil,Sesameseed Cake,0.0
Brazil,Sesameseed Oil,785.0788614127937
Brazil,Sheep,6390731.0679012425
Brazil,Silk,3133.9805994089056
Brazil,Sisal,86061.0
Brazil,"Soft-Fibres, Other",802.3253723716193
Brazil,Sorghum and products,2772047.2126677767
Brazil,Soyabean Cake,35688643.72865212
Brazil,Soyabean Oil,9238635.697542321
Brazil,Soyabeans,115975723.24863036
Brazil,"Spices, Other",19931.60750126306
Brazil,Sugar (Raw Equivalent),41212008.36167157
Brazil,Sugar beet,0.0
Brazil,Sugar cane,757117000.0
Brazil,Sugar non-centrifugal,512999.99999999994
Brazil,Sunflower seed,84213.91337482515
Brazil,Sunflowerseed Cake,248496.397749003
Brazil,Sunflowerseed Oil,237807.3723958727
Brazil,Sweet potatoes,848000.0000000005
Brazil,"Sweeteners, Other",278841.2273169315
Brazil,Tea (including mate),529795.1983511858
Brazil,Tobacco,706638.8551248244
Brazil,Tomatoes and products,3859805.999997747
Brazil,"Vegetables, Other",6318570.999989293
Brazil,Wheat and products,12025834.067580052
Brazil,Wine,332288.22733437
Brazil,Wool (Clean Eq.),8019.901065033553
Brazil,Yams,249999.99999999997
Brunei Darussalam,Abaca,0.0
Brunei Darussalam,"Alcohol, Non-Food",201.27334998624508
Brunei Darussalam,Apples and products,0.0
Brunei Darussalam,Asses,0.0
Brunei Darussalam,Bananas,3405.9999830686584
Brunei Darussalam,Barley and products,0.0
Brunei Darussalam,Beans,0.0
Brunei Darussalam,Beer,0.0
Brunei Darussalam,"Beverages, Alcoholic",0.0
Brunei Darussalam,"Beverages, Fermented",0.0
Brunei Darussalam,Bovine Meat,3799.88838798914
Brunei Darussalam,Buffaloes,1777.7140905544143
Brunei Darussalam,"Butter, Ghee",0.0
Brunei Darussalam,"Camelids, other",0.0
Brunei Darussalam,Camels,0.0
Brunei Darussalam,Cassava and products,4422.96919163395
Brunei Darussalam,Cattle,11649.856740970243
Brunei Darussalam,"Cereals, Other",0.0
Brunei Darussalam,"Citrus, Other",0.0
Brunei Darussalam,Cloves,0.0
Brunei Darussalam,Cocoa Beans and products,0.0
Brunei Darussalam,Coconut Oil,0.0
Brunei Darussalam,Coconuts - Incl Copra,1194.324683710794
Brunei Darussalam,Coffee and products,0.0
Brunei Darussalam,Copra Cake,0.0
Brunei Darussalam,Cotton lint,0.0
Brunei Darussalam,Cottonseed,0.0
Brunei Darussalam,Cottonseed Cake,0.0
Brunei Darussalam,Cottonseed Oil,0.0
Brunei Darussalam,Dates,0.0
Brunei Darussalam,Eggs,0.0
Brunei Darussalam,"Fats, Animals, Raw",0.0
Brunei Darussalam,"Fish, Seafood",0.0
Brunei Darussalam,Fodder crops,0.0
Brunei Darussalam,"Fruits, Other",13247.999618236187
Brunei Darussalam,Goats,2959.65983041468
Brunei Darussalam,Grapefruit and products,0.0
Brunei Darussalam,Grapes and products (excl wine),0.0
Brunei Darussalam,Grazing,431625.0
Brunei Darussalam,Groundnut Cake,0.0
Brunei Darussalam,Groundnut Oil,0.0
Brunei Darussalam,Groundnuts,0.0
Brunei Darussalam,"Hard Fibres, Other",0.0
Brunei Darussalam,Hides and skins,366.2365758783238
Brunei Darussalam,Honey,0.0
Brunei Darussalam,Hops,0.0
Brunei Darussalam,Horses,0.0
Brunei Darussalam,Jute,0.0
Brunei Darussalam,Jute-Like Fibres,0.0
Brunei Darussalam,"Lemons, Limes and products",830.9970598928908
Brunei Darussalam,Maize Germ Oil,0.0
Brunei Darussalam,Maize and products,0.0
Brunei Darussalam,"Meat, Other",0.0
Brunei Darussalam,Milk - Excluding Butter,0.0
Brunei Darussalam,Millet and products,0.0
Brunei Darussalam,Mules,0.0
Brunei Darussalam,Mutton & Goat Meat,302.57374055810516
Brunei Darussalam,Nuts and products,0.0
Brunei Darussalam,Oats,0.0
Brunei Darussalam,"Offals, Edible",0.0
Brunei Darussalam,"Oil, palm fruit",0.0
Brunei Darussalam,"Oilcrops Oil, Other",0.0
Brunei Darussalam,"Oilcrops, Other",0.0
Brunei Darussalam,"Oilseed Cakes, Other",0.0
Brunei Darussalam,Olive Oil,0.0
Brunei Darussalam,Olives (including preserved),0.0
Brunei Darussalam,Onions,6381.999999999999
Brunei Darussalam,"Oranges, Mandarines",7557.999688589849
Brunei Darussalam,Palm Oil,0.0
Brunei Darussalam,Palm kernels,0.0
Brunei Darussalam,Palmkernel Cake,146.87854475619574
Brunei Darussalam,Palmkernel Oil,0.0
Brunei Darussalam,Peas,0.0
Brunei Darussalam,Pepper,100.9341606902454
Brunei Darussalam,Pigmeat,745.4407281243532
Brunei Darussalam,Pigs,830.9709017642375
Brunei Darussalam,Pimento,0.0
Brunei Darussalam,Pineapples and products,2280.2529449360263
Brunei Darussalam,Plantains,0.0
Brunei Darussalam,Potatoes and products,0.0
Brunei Darussalam,Poultry Birds,16022763.518001564
Brunei Darussalam,Poultry Meat,25304.05680604717
Brunei Darussalam,"Pulses, Other and products",0.0
Brunei Darussalam,Rabbits and hares,0.0
Brunei Darussalam,Rape and Mustard Cake,189.25604298904977
Brunei Darussalam,Rape and Mustard Oil,0.0
Brunei Darussalam,Rape and Mustardseed,0.0
Brunei Darussalam,Rice and products,61415.83484097306
Brunei Darussalam,Ricebran Oil,0.0
Brunei Darussalam,"Rodents, other",0.0
Brunei Darussalam,"Roots, Other",1017.6118270999026
Brunei Darussalam,Rubber,263.0
Brunei Darussalam,Rye and products,0.0
Brunei Darussalam,Seed cotton,0.0
Brunei Darussalam,Sesame seed,0.0
Brunei Darussalam,Sesameseed Cake,0.0
Brunei Darussalam,Sesameseed Oil,0.0
Brunei Darussalam,Sheep,1868.2728570100658
Brunei Darussalam,Silk,0.0
Brunei Darussalam,Sisal,0.0
Brunei Darussalam,"Soft-Fibres, Other",0.0
Brunei Darussalam,Sorghum and products,0.0
Brunei Darussalam,Soyabean Cake,2684.5696923939504
Brunei Darussalam,Soyabean Oil,0.0
Brunei Darussalam,Soyabeans,0.0
Brunei Darussalam,"Spices, Other",0.0
Brunei Darussalam,Sugar (Raw Equivalent),0.0
Brunei Darussalam,Sugar beet,0.0
Brunei Darussalam,Sugar cane,0.0
Brunei Darussalam,Sugar non-centrifugal,0.0
Brunei Darussalam,Sunflower seed,0.0
Brunei Darussalam,Sunflowerseed Cake,67.66606561550772
Brunei Darussalam,Sunflowerseed Oil,0.0
Brunei Darussalam,Sweet potatoes,543.1957991277636
Brunei Darussalam,"Sweeteners, Other",0.0
Brunei Darussalam,Tea (including mate),0.0
Brunei Darussalam,Tobacco,0.0
Brunei Darussalam,Tomatoes and products,1383.9999999580855
Brunei Darussalam,"Vegetables, Other",26745.99999977543
Brunei Darussalam,Wheat and products,0.0
Brunei Darussalam,Wine,0.0
Brunei Darussalam,Wool (Clean Eq.),0.0
Brunei Darussalam,Yams,0.0
Bulgaria,Abaca,0.0
Bulgaria,"Alcohol, Non-Food",12502.722129725807
Bulgaria,Apples and products,88420.97179361705
Bulgaria,Asses,0.0
Bulgaria,Bananas,51996.88081382181
Bulgaria,Barley and products,580570.8634816541
Bulgaria,Beans,13650.299392402978
Bulgaria,Beer,530540.6099004137
Bulgaria,"Beverages, Alcoholic",24946.88362268859
Bulgaria,"Beverages, Fermented",10108.715208052456
Bulgaria,Bovine Meat,28176.186555815428
Bulgaria,Buffaloes,1846.7883341010051
Bulgaria,"Butter, Ghee",9890.023713500359
Bulgaria,"Camelids, other",0.0
Bulgaria,Camels,275.2260994695162
Bulgaria,Cassava and products,0.0
Bulgaria,Cattle,140239.69296945244
Bulgaria,"Cereals, Other",160838.5199271544
Bulgaria,"Citrus, Other",1000.0
Bulgaria,Cloves,0.0
Bulgaria,Cocoa Beans and products,9927.574910093335
Bulgaria,Coconut Oil,1906.1330688031853
Bulgaria,Coconuts - Incl Copra,1000.0419368053182
Bulgaria,Coffee and products,25982.487281492544
Bulgaria,Copra Cake,47.21051974184872
Bulgaria,Cotton lint,3274.38179765674
Bulgaria,Cottonseed,1999.9999999999998
Bulgaria,Cottonseed Cake,299.33759148067367
Bulgaria,Cottonseed Oil,0.0
Bulgaria,Dates,2000.0
Bulgaria,Eggs,47441.27235011856
Bulgaria,"Fats, Animals, Raw",21927.226280303308
Bulgaria,"Fish, Seafood",56765.71176139654
Bulgaria,Fodder crops,1687959.6384167203
Bulgaria,"Fruits, Other",204997.87712369784
Bulgaria,Goats,121843.60887321198
Bulgaria,Grapefruit and products,13988.908475708551
Bulgaria,Grapes and products (excl wine),175801.94012520646
Bulgaria,Grazing,5064060.0
Bulgaria,Groundnut Cake,0.0
Bulgaria,Groundnut Oil,0.0
Bulgaria,Groundnuts,18894.350477550135
Bulgaria,"Hard Fibres, Other",0.0
Bulgaria,Hides and skins,6793.590486611099
Bulgaria,Honey,11000.0
Bulgaria,Hops,0.0
Bulgaria,Horses,614.5583455337176
Bulgaria,Jute,0.0
Bulgaria,Jute-Like Fibres,0.0
Bulgaria,"Lemons, Limes and products",20994.172005725624
Bulgaria,Maize Germ Oil,3042.103120951533
Bulgaria,Maize and products,795410.6743491595
Bulgaria,"Meat, Other",4640.661909607583
Bulgaria,Milk - Excluding Butter,1176286.1854210573
Bulgaria,Millet and products,5246.12102981235
Bulgaria,Mules,0.0
Bulgaria,Mutton & Goat Meat,9898.009876390399
Bulgaria,Nuts and products,15046.409926167662
Bulgaria,Oats,18646.357023022232
Bulgaria,"Offals, Edible",24683.70339650935
Bulgaria,"Oil, palm fruit",0.0
Bulgaria,"Oilcrops Oil, Other",15793.947499188442
Bulgaria,"Oilcrops, Other",19360.57838052272
Bulgaria,"Oilseed Cakes, Other",2326.656537304892
Bulgaria,Olive Oil,3707.5410766387226
Bulgaria,Olives (including preserved),14000.935068968958
Bulgaria,Onions,51073.0
Bulgaria,"Oranges, Mandarines",60994.993928595875
Bulgaria,Palm Oil,28834.91183712731
Bulgaria,Palm kernels,0.0
Bulgaria,Palmkernel Cake,0.0
Bulgaria,Palmkernel Oil,0.0
Bulgaria,Peas,30558.29295162751
Bulgaria,Pepper,0.0
Bulgaria,Pigmeat,194248.67800223728
Bulgaria,Pigs,684549.0257734099
Bulgaria,Pimento,4260.0682383319345
Bulgaria,Pineapples and products,3000.7202785613654
Bulgaria,Plantains,16000.999999999996
Bulgaria,Potatoes and products,239934.63257587212
Bulgaria,Poultry Birds,47784598.40708352
Bulgaria,Poultry Meat,146497.65227766114
Bulgaria,"Pulses, Other and products",18674.62473750619
Bulgaria,Rabbits and hares,2197844.481118085
Bulgaria,Rape and Mustard Cake,26922.254739173404
Bulgaria,Rape and Mustard Oil,22166.24816212949
Bulgaria,Rape and Mustardseed,281967.7113930144
Bulgaria,Rice and products,103455.44568377105
Bulgaria,Ricebran Oil,0.0
Bulgaria,"Rodents, other",0.0
Bulgaria,"Roots, Other",0.0
Bulgaria,Rubber,0.0
Bulgaria,Rye and products,9999.999999999967
Bulgaria,Seed cotton,2503.0
Bulgaria,Sesame seed,1661.6337271678697
Bulgaria,Sesameseed Cake,0.0
Bulgaria,Sesameseed Oil,0.0
Bulgaria,Sheep,545046.7306525954
Bulgaria,Silk,53.93301580348119
Bulgaria,Sisal,0.0
Bulgaria,"Soft-Fibres, Other",1866.9440531887667
Bulgaria,Sorghum and products,10999.999999999996
Bulgaria,Soyabean Cake,108731.98267383405
Bulgaria,Soyabean Oil,31554.737627956416
Bulgaria,Soyabeans,6517.140811901798
Bulgaria,"Spices, Other",25261.56600312613
Bulgaria,Sugar (Raw Equivalent),209031.76434168918
Bulgaria,Sugar beet,0.0
Bulgaria,Sugar cane,0.0
Bulgaria,Sugar non-centrifugal,0.0
Bulgaria,Sunflower seed,1857431.954339538
Bulgaria,Sunflowerseed Cake,554986.6654210418
Bulgaria,Sunflowerseed Oil,493824.84478396917
Bulgaria,Sweet potatoes,0.0
Bulgaria,"Sweeteners, Other",140126.66960202795
Bulgaria,Tea (including mate),988.6599706303564
Bulgaria,Tobacco,15666.515373691049
Bulgaria,Tomatoes and products,205813.99998156232
Bulgaria,"Vegetables, Other",482676.2199875547
Bulgaria,Wheat and products,4871924.035578768
Bulgaria,Wine,99013.73815023185
Bulgaria,Wool (Clean Eq.),8996.339165247895
Bulgaria,Yams,0.0
Burkina Faso,Abaca,0.0
Burkina Faso,"Alcohol, Non-Food",3033.8891646631114
Burkina Faso,Apples and products,4989.370938872466
Burkina Faso,Asses,34339.148320758366
Burkina Faso,Bananas,46972.99999998895
Burkina Faso,Barley and products,0.0
Burkina Faso,Beans,0.0
Burkina Faso,Beer,300000.0
Burkina Faso,"Beverages, Alcoholic",2831.295362079333
Burkina Faso,"Beverages, Fermented",1354768.6266072446
Burkina Faso,Bovine Meat,111007.45345880136
Burkina Faso,Buffaloes,0.0
Burkina Faso,"Butter, Ghee",3985.2814214276445
Burkina Faso,"Camelids, other",0.0
Burkina Faso,Camels,1386.6082294855619
Burkina Faso,Cassava and products,60164.858300803615
Burkina Faso,Cattle,1250927.2305784158
Burkina Faso,"Cereals, Other",10000.000000000025
Burkina Faso,"Citrus, Other",0.0
Burkina Faso,Cloves,0.0
Burkina Faso,Cocoa Beans and products,0.0
Burkina Faso,Coconut Oil,586.4787611800961
Burkina Faso,Coconuts - Incl Copra,3000.305758627739
Burkina Faso,Coffee and products,8994.516340725539
Burkina Faso,Copra Cake,7715.984503164385
Burkina Faso,Cotton lint,240804.23059807415
Burkina Faso,Cottonseed,466547.38306763204
Burkina Faso,Cottonseed Cake,19763.402453847324
Burkina Faso,Cottonseed Oil,7986.423176783279
Burkina Faso,Dates,0.0
Burkina Faso,Eggs,69225.95334368682
Burkina Faso,"Fats, Animals, Raw",39001.27533182794
Burkina Faso,"Fish, Seafood",123897.88861169736
Burkina Faso,Fodder crops,0.0
Burkina Faso,"Fruits, Other",1198574.9974883604
Burkina Faso,Goats,7618959.695473204
Burkina Faso,Grapefruit and products,815.373037579278
Burkina Faso,Grapes and products (excl wine),1000.9999855661678
Burkina Faso,Grazing,45856569.0
Burkina Faso,Groundnut Cake,42351.90089854511
Burkina Faso,Groundnut Oil,34679.558560534984
Burkina Faso,Groundnuts,408896.2577620502
Burkina Faso,"Hard Fibres, Other",0.0
Burkina Faso,Hides and skins,36213.44501094485
Burkina Faso,Honey,1000.0
Burkina Faso,Hops,0.0
Burkina Faso,Horses,2324.920887990936
Burkina Faso,Jute,0.0
Burkina Faso,Jute-Like Fibres,0.0
Burkina Faso,"Lemons, Limes and products",312.0
Burkina Faso,Maize Germ Oil,0.0
Burkina Faso,Maize and products,2005563.6648526213
Burkina Faso,"Meat, Other",7995.644088744411
Burkina Faso,Milk - Excluding Butter,452944.82172884035
Burkina Faso,Millet and products,959668.3778673853
Burkina Faso,Mules,0.0
Burkina Faso,Mutton & Goat Meat,80000.20816739307
Burkina Faso,Nuts and products,270585.0350642565
Burkina Faso,Oats,0.0
Burkina Faso,"Offals, Edible",61836.3441333237
Burkina Faso,"Oil, palm fruit",0.0
Burkina Faso,"Oilcrops Oil, Other",2465.5810362827424
Burkina Faso,"Oilcrops, Other",140000.0
Burkina Faso,"Oilseed Cakes, Other",0.0
Burkina Faso,Olive Oil,0.0
Burkina Faso,Olives (including preserved),0.0
Burkina Faso,Onions,17908.0
Burkina Faso,"Oranges, Mandarines",14998.99700094552
Burkina Faso,Palm Oil,33720.50155391863
Burkina Faso,Palm kernels,101.34487392702394
Burkina Faso,Palmkernel Cake,0.0
Burkina Faso,Palmkernel Oil,951.8049024064466
Burkina Faso,Peas,292.3212547108955
Burkina Faso,Pepper,63000.0
Burkina Faso,Pigmeat,324083.268479609
Burkina Faso,Pigs,4834479.17090959
Burkina Faso,Pimento,0.0
Burkina Faso,Pineapples and products,4997.75497731017
Burkina Faso,Plantains,7000.0
Burkina Faso,Potatoes and products,54105.61558337842
Burkina Faso,Poultry Birds,172711857.16665703
Burkina Faso,Poultry Meat,201569.6876772058
Burkina Faso,"Pulses, Other and products",771818.0199444423
Burkina Faso,Rabbits and hares,0.0
Burkina Faso,Rape and Mustard Cake,3.3635383630827915
Burkina Faso,Rape and Mustard Oil,0.0
Burkina Faso,Rape and Mustardseed,0.0
Burkina Faso,Rice and products,579055.2094278906
Burkina Faso,Ricebran Oil,0.0
Burkina Faso,"Rodents, other",0.0
Burkina Faso,"Roots, Other",0.0
Burkina Faso,Rubber,0.0
Burkina Faso,Rye and products,0.0
Burkina Faso,Seed cotton,695453.7370226997
Burkina Faso,Sesame seed,269844.1249470487
Burkina Faso,Sesameseed Cake,964.5334178181423
Burkina Faso,Sesameseed Oil,997.4492428315849
Burkina Faso,Sheep,2970191.453247175
Burkina Faso,Silk,76.85641945054016
Burkina Faso,Sisal,0.0
Burkina Faso,"Soft-Fibres, Other",0.0
Burkina Faso,Sorghum and products,1840000.0
Burkina Faso,Soyabean Cake,370.84682467115164
Burkina Faso,Soyabean Oil,0.0
Burkina Faso,Soyabeans,47688.93040224148
Burkina Faso,"Spices, Other",7712.797213583715
Burkina Faso,Sugar (Raw Equivalent),103179.9698021141
Burkina Faso,Sugar beet,0.0
Burkina Faso,Sugar cane,503999.99999999994
Burkina Faso,Sugar non-centrifugal,0.0
Burkina Faso,Sunflower seed,0.0
Burkina Faso,Sunflowerseed Cake,31.19707912136914
Burkina Faso,Sunflowerseed Oil,0.0
Burkina Faso,Sweet potatoes,65000.0
Burkina Faso,"Sweeteners, Other",52314.3934136201
Burkina Faso,Tea (including mate),3327.125449441704
Burkina Faso,Tobacco,5502.914462952187
Burkina Faso,Tomatoes and products,299076.999999611
Burkina Faso,"Vegetables, Other",976517.9999997732
Burkina Faso,Wheat and products,160543.2200596211
Burkina Faso,Wine,12824.099147437308
Burkina Faso,Wool (Clean Eq.),20.96636872951988
Burkina Faso,Yams,42999.99999999993
Burundi,Abaca,0.0
