area,item,amount [t],absolute_losses [t],relative_losses,al/capita [kg]
Afghanistan,Abaca,0.0,0.0,0.0,0.0
Afghanistan,"Alcohol, Non-Food",2024.788777934556,0.6970271802683783,0.0003441283955227803,1.8186784147190063e-05
Afghanistan,Apples and products,273405.0822175117,-0.05419892445206642,-1.9823675101449112e-07,-1.4141545235582708e-06
Afghanistan,Asses,0.0,0.0,0.0,0.0
Afghanistan,Bananas,97000.99140992852,0.0,0.0,0.0
Afghanistan,Barley and products,132317.72377003994,-2.392713213339448e-06,-1.8083090580489625e-11,-6.243050481959551e-11
Afghanistan,Beans,0.0,0.0,0.0,0.0
Afghanistan,Beer,0.0,0.0,0.0,0.0
Afghanistan,"Beverages, Alcoholic",0.0,0.0,0.0,0.0
Afghanistan,"Beverages, Fermented",0.0,0.0,0.0,0.0
Afghanistan,Bovine Meat,124962.94121610685,2.236537294811569,1.7897284147583292e-05,5.8355573741352557e-05
Afghanistan,Buffaloes,0.0,0.0,0.0,0.0
Afghanistan,"Butter, Ghee",35930.94059357448,-0.051832755394570995,-1.4425681407193025e-06,-1.3524166069854043e-06
Afghanistan,"Camelids, other",0.0,0.0,0.0,0.0
Afghanistan,Camels,20431.927044260672,-0.0278917734103743,-1.3651091952393557e-06,-7.277501894567443e-07
Afghanistan,Cassava and products,2896.508852852477,0.0,0.0,0.0
Afghanistan,Cattle,655439.7574101625,-0.8033318893285468,-1.2256395265364262e-06,-2.096047913676382e-05
Afghanistan,"Cereals, Other",0.0,0.0,0.0,0.0
Afghanistan,"Citrus, Other",54795.95489789284,0.0,0.0,0.0
Afghanistan,Cloves,0.0,0.0,0.0,0.0
Afghanistan,Cocoa Beans and products,0.0,0.0,0.0,0.0
Afghanistan,Coconut Oil,0.0,0.0,0.0,0.0
Afghanistan,Coconuts - Incl Copra,2001.0582932024497,0.0,0.0,0.0
Afghanistan,Coffee and products,0.0,0.0,0.0,0.0
Afghanistan,Copra Cake,0.0,0.0,0.0,0.0
Afghanistan,Cotton lint,24439.999999999964,0.0,0.0,0.0
Afghanistan,Cottonseed,47999.99999999992,0.0,0.0,0.0
Afghanistan,Cottonseed Cake,21011.14292519704,-0.008136191321682418,-3.872323606213257e-07,-2.122889315316304e-07
Afghanistan,Cottonseed Oil,18480.98759016344,-30.665398009230557,-0.0016620521685128953,-0.0008001194073476637
Afghanistan,Dates,525.8981056859675,475.1018943140325,0.47462726704698555,0.012396325199949177
Afghanistan,Eggs,43566.9660613818,455.50877721593133,0.010347186951346843,0.011885102967128091
Afghanistan,"Fats, Animals, Raw",10998.65473402641,-0.0011546267014637124,-1.0497891334004805e-07,-3.012643865913136e-08
Afghanistan,"Fish, Seafood",12148.990438968454,0.0,0.0,0.0
Afghanistan,Fodder crops,0.0,0.0,0.0,0.0
Afghanistan,"Fruits, Other",416136.7930840083,2.200265589344781,5.287333377790304e-06,5.7409174954262305e-05
Afghanistan,Goats,3608258.635183204,-0.5894162580370903,-1.6335202479567101e-07,-1.5379007535456007e-05
Afghanistan,Grapefruit and products,994.9998944006976,4.896904987034418,0.004897410402786462,0.00012776970039274924
