area,item,amount [t],absolute_losses [t],relative_losses,al/capita [kg]
Portugal,Grazing,0.0,10659539.0,1.0,1035.0675867190619
Vanuatu,Grazing,0.0,318688.0,1.0,1034.795371007754
Serbia,Maize and products,329115.68137024285,7562461.920655052,0.9582953247160899,1024.159994389952
Angola,Grazing,0.0,33680062.0,1.0,1023.7413012925591
Republic of Korea,Grazing,0.0,53000030.0,1.0,1022.0197304461125
Afghanistan,Grazing,0.0,38066589.0,1.0,993.230761957142
Brunei Darussalam,Grazing,0.0,431625.0,1.0,981.2045201901371
Portugal,Fodder crops,1.1156387779172203e-13,10034769.787508275,1.0,974.4009517895234
Oman,Grazing,0.0,4404854.0,1.0,959.8438573186761
Indonesia,"Oil, palm fruit",0.0,256528600.0,1.0,947.2087021767583
North Macedonia,Grazing,0.0,1928917.0,1.0,912.438553204694
Canada,Wheat and products,1265295.6856376017,34350274.08711989,0.9644735239753084,909.742651274559
Armenia,Fodder crops,1.6430604631515284e-14,2509862.000299355,1.0,892.3966470705576
Jamaica,Grazing,0.0,2472967.0,1.0,878.6607652658242
Paraguay,Maize and products,106292.46626030975,5739845.078059426,0.9818183432301235,873.2406848733783
Fiji,Grazing,0.0,787524.0,1.0,857.7842501451381
Belize,Grazing,0.0,331905.0,1.0,845.7772930437841
Samoa,Grazing,0.0,179425.0,1.0,842.1376238506705
Bolivia (Plurinational State of),Sugar cane,168145.91616266462,9925854.083837356,0.9833419936434848,836.7530405737075
Cabo Verde,Grazing,0.0,479818.0,1.0,827.3679890608053
Costa Rica,Sugar cane,42200.15225217047,4152799.8477478335,0.9899403689506149,813.4197512354827
Bosnia and Herzegovina,Grazing,0.0,2634592.0,1.0,788.5700397548738
United States of America,Fodder crops,4.1622411687067374e-13,264438983.8320639,1.0,788.4563436361889
Slovenia,Fodder crops,9.260509299416017e-14,1641952.4928189614,1.0,775.8775858541239
Puerto Rico,Grazing,0.0,2526211.0,1.0,770.1350946796829
Kazakhstan,Wheat and products,189827.29593092224,14445503.735375881,0.9870295181212603,765.8904660208535
Romania,Fodder crops,1.400409729763317e-13,14765275.599085571,1.0,757.592619245396
Denmark,Barley and products,5833.98232393155,4347405.170347962,0.9986598525559178,748.1623235903972
Ukraine,Maize and products,282456.268142838,32149592.815632112,0.9912908287905822,729.1695963053271
Bulgaria,Grazing,0.0,5064060.0,1.0,721.3519205553661
Myanmar,Grazing,0.0,38344829.0,1.0,720.3887031500788
Austria,Fodder crops,1.5943477947055978e-13,6376109.204081742,1.0,716.3277466959435
Suriname,Grazing,0.0,425765.0,1.0,705.1365921116917
Hungary,Grazing,0.0,6872355.0,1.0,703.4053829430959
Cyprus,Grazing,0.0,866930.0,1.0,702.66287776245
Cambodia,Grazing,0.0,11340681.0,1.0,695.9061209061209
Saint Lucia,Grazing,0.0,123808.0,1.0,691.9663316976113
Cambodia,Rice and products,50890.63111672464,11187050.483001994,0.995471534278393,686.4787842993611
Ghana,Cassava and products,3.407746022521843e-10,21816870.476095814,1.0,685.0043004501838
Bulgaria,Wheat and products,87060.399978981,4784863.635599786,0.9821301811474902,681.5816900146201
Belgium,Fodder crops,0.0,7854860.8890365325,1.0,680.5887781214891
Lebanon,Grazing,0.0,3856917.0,1.0,677.3030291216717
Lithuania,Fodder crops,1.2278463508910588e-14,1900311.3600180456,1.0,670.0911033597961
Hungary,Fodder crops,9.939843291643477e-14,6507948.907653259,1.0,666.1073669159907
